#CODE;RUSSIAN;x
title_commander_shavepate;Лидер Бритоголовых;x
title_commander_shavepate_desc;Лидер Бритоголовых ведет всех, кто сбрил традиционные гискарские причёски, чтобы оставить старый Миэрин позади и принять новое правление в лице Дейенерис Таргариен.;x
title_commander_brazen_beasts_watch;Командир Бронзовых Бестий;x
title_commander_brazen_beasts_watch_desc;Бронзовые Бестии отвечают за безопасность в городе Миэрин и сдерживание преступности.;x
title_lord_commander_imperial_guard_voter;Лорд-Командующий Имперской Гвардии;x
title_lord_commander_imperial_guard_voter_desc;Лорд-Командующий Имперской Гвардии - воин, преданный делу защиты правителя Гискара любой ценой, даже ценой собственной жизни.;x
title_commander_iron_legions;Командир Железных Легионов;x
title_commander_iron_legions_desc;Командующий Железными Легионами отвечает за безопасность в городе Новый Гис и сдерживание преступности.;x
title_commander_yellow_watch;Командир Жёлтых Стражей;x
title_commander_yellow_watch_desc;Командир Желтой стражи отвечает за безопасность в городе Юнкай и сдерживание преступности.;x
title_commander_blood_watch;Командир Кровавого Дозора;x
title_commander_blood_watch_desc;Командир Кровавого Дозора отвечает за безопасность в городе Астапор и сдерживание преступности.;x
title_commander_blood_watch_voter;Командир Кровавого Дозора;x
title_commander_blood_watch_voter_desc;Командир Кровавого Дозора отвечает за безопасность в городе Астапор и сдерживание преступности.;x
title_commander_yellow_watch_voter;Командир Жёлтых Стражей;x
title_commander_yellow_watch_voter_desc;Командир Желтой Стражи отвечает за безопасность в городе Юнкай и сдерживание преступности.;x
title_commander_iron_legions_voter;Командир Железных Легионов;x
title_commander_iron_legions_voter_desc;Командующий Железными Легионами отвечает за безопасность в городе Новый Гис и сдерживание преступности.;x
title_commander_unsullied;Командир Безупречных;x
title_commander_unsullied_desc;Командир Безупречных выбирается из их рядов, чтобы вести их в бой, и представляет Безупречных на совете их сеньоров.;x
