#CODE;RUSSIAN;x
ca_olive_orchard;Миэринские Сады;x
ct_olive_orchard;Миэринские Сады;x
ca_olive_orchard_desc;Медь в изобилии встречается в холмах Гискара и была ценна, «когда миром правила бронза». Местные мелкие бледно-желтые виноградники производят в частности плохое вино. У некоторых знатных родов есть поместья в холмах Гискара, где рабы выращивают пшеницу и оливки, пасут овец и коз, добывают соль и медь.;x
ct_olive_orchard_desc;Медь в изобилии встречается в холмах Гискара и была ценна, «когда миром правила бронза». Местные мелкие бледно-желтые виноградники производят в частности плохое вино. У некоторых знатных родов есть поместья в холмах Гискара, где рабы выращивают пшеницу и оливки, пасут овец и коз, добывают соль и медь.;x
ct_qarth_market;Квартийские Базары;x
ct_qarth_market_desc;Благодаря своему расположению, Карт считается вратами торговли и культуры между востоком и западом, севером и югом. Товары из Кварта включают шафран, вино-грезу и ликеры, крепко приправленные специями, шелк, пряности и слонов. Между дворцом Ксаро и Залом Тысячи Тронов находится просторное здание, в котором размещается базар. Порт Кварта — один из великих портов известного мира. Карфийские пряные корабли могут быть размером с дворцы.;x
ct_ibben_whaler;Иббенские Китобои;x
ct_ibben_whaler_desc;Иббенцы в основном известны как китобои, они управляют пузатыми китобойными судами с корпусами, почерневшими от смолы. Китовый ус, ворвань и жир — главные товары Иба.;x
ca_arbor_vineyard;Виноградники Арбора;x
ca_arbor_vineyard_desc;В Вестеросе большая часть вин производится на юге, а Арбор славится своими винами. Остров производит как сладкие, так и сухие красные вина, а также белые вина, самое известное из которых называется «Золото Арбора».;x
ct_myr_artisan;Миррийские Гильдии;x
ct_myr_artisan_desc;Мирр считается одним из самых развитых Вольных Городов и славится своим искусством и ученостью. Их главный экспорт — готовые товары. Лучшее стекло и линзы, а также подзорные трубы, называемые «миррийские глаза», производятся в Мирре, а мастера-оптики и стеклодувы из Мирра считаются непревзойденными во всем мире. Ремесленники Мирра, многие из которых рождены рабами, очень известны. Товары из Мирра включают бледно-зеленое нектарное вино, тонкие ковры, ширмы, одеяла, зеркала и замысловатые кружева. Говорят, что миррийские кружева и гобелены стоят своего веса в золоте и специях. Гобелены, сотканные в Мирре, дороже аналогичных по качеству из Когора. Миррийские картины и миниатюры высоко ценятся и имеют яркий стиль. Мирр также производит тонкие стилеты и огненное вино. Миррийский огонь — это целебная трава, используемая для лечения порезов.;x
ct_tyrosh_artisan;Тирошийские Торговые Дома;x
ct_tyrosh_artisan_desc;Вскоре после основания Тирош быстро разбогател благодаря открытию уникального вида морских моллюсков, чьи выделения использовались для создания красителя, популярного у валирийских дворян. Тирошийские красители научились производить красители разных цветов, меняя рацион моллюсков. В Тироше производят грушевый бренди и запеченные медовые пальчики, а городские ремесленники создают позолоченные шлемы и доспехи с филигранью. Фантастические шлемы могут быть выполнены в форме птиц и животных и украшены драгоценными металлами.;x
ct_yiti_market;Великие Рынки;x
ca_yiti_market;Великие Рынки;x
ct_yiti_market_desc;В И-Ти есть несколько процветающих рыночных городов, которые сделали его легендарно богатым. Один из их основных экспортных товаров — шафран. Другие экспортируемые товары включают специи и шелк. Вина из И-Ти можно найти далеко на западе, вплоть до Пентоса, особенно золотистое вино с Нефритового моря.;x
ca_yiti_market_desc;В И-Ти есть несколько процветающих рыночных городов, которые сделали его легендарно богатым. Один из их основных экспортных товаров — шафран. Другие экспортируемые товары включают специи и шелк. Вина из И-Ти можно найти далеко на западе, вплоть до Пентоса, особенно золотистое вино с Нефритового моря.;x
ca_rainwood;Леса Дожделесья;x
ca_rainwood_desc;Туманный и зеленый, тихий Дождевой Лес славится своим мехом, древесиной и крупными месторождениями янтаря. Деревья включают кедры, болиголовы, клены, дубы, секвойи, дозорные, солдатские сосны, черведеревья и иногда чардревья. В лесу полно пещер. Хотя здесь дождливо, регион достаточно плодороден.;x
ca_maidenpool;Источник Джонквиль;x
ca_maidenpool_desc;Источник Джонквиль — знаменитый пресноводный источник, воды которого, как говорят, обладают целебными свойствами. Город Девовичий Пруд назван в честь этого источника, и столетия назад дом Муттонов построил вокруг его вод большую каменную купальню. Купальню содержат сестры из веры в Семерых. Мужчинам вход в сооружение и к источнику запрещен.;x
ca_oldtown_port;Причалы Староместа;x
ct_oldtown_port;Причалы Староместа;x
