#CODE;RUSSIAN;x
#Артефакты
ice_dragon_sword;Меч Ледяного Дракона;x
ice_dragon_sword_desc;Мистическое оружие, холодное на ощупь, но пылающее зелёным пламенем изнутри. Говорится, что он сделан из зуба древнего Ледяного Дракона.;x
#Титулы
emperor_valyrian_dothraki;Верховный Кхал;x
emperor_female_valyrian_dothraki;Верховная Кхалиси;x

emperor_valyrian_summer_islander;Король;x
emperor_female_valyrian_summer_islander;Королева;x

king_valyrian_summer_islander;Принц;x
king_female_valyrian_summer_islander;Принцесса;x

#Модификаторы
trained_ward;Обучённый Подопечный;x
train_ward;Обучить Подопечного;x
train_ward_desc;Вы можете дать вашему подопечному военную подготовку.;x
young_knight;Юный Рыцарь;x
settlement_convert;Принудительное Обращение;x
settlement_convert_desc;Народ этой провинции был перебит и обращён в веру силой меча.;x

#Культуры
mixed_essosi_group;Смешанные Эссосцы;x
mixed_valyrian_group;Смешанные Валирийцы;x
valyrian_stone_dornish;Валирийские Каменные Дорнийцы;x
valyrian_sand_dornish;Дорнийские Валирийцы;x
valyrian_salt_dornish;Валирийские Ройнары;x
valyrian_dothraki;Валирийские Дотракийцы;x
valyrian_qartheen;Валирийцы Карта;x
valyrian_summer_islander;Летние Валирийцы;x
valyrian_ghiscari;Валирийские Гхскари;x
valyrian_sarnori;Валирийские Сарнорийцы;x
valyrian_yi_ti;Иньские Валирийцы;x
summer_tyroshi;Летние Эссосцы;x
dothrak_tyroshi;Западные Дотракийцы;x
valyrian_northman;Зимние Валирийцы;x
valyrian_moraqi;Валирийцы Морака;x
iron_valyrian;Железные Валирийцы;x
jogos_valyrian;Джогосские Валирийцы;x
mountain_valyrian;Горные Валирийцы;x
valyrian_lengi;Лэнгийские Валирийцы;x
shadow_valyrian;Теневые Валирийцы;x

#Решения
embrace_dragon_ways;Принять Валирийский Путь;x
embrace_dragon_ways_sarnor;Принять Валирийский Путь;x
embrace_dragon_ways_sarnor_desc;Примите культурные аспекты ваших валирийских подданных.;x
embrace_dragon_ways_qartheen;Принять Валирийский Путь;x
embrace_dragon_ways_qartheen_desc;Примите культурные аспекты ваших валирийских подданных.;x
embrace_dragon_ways_mountain;Принять Валирийский Путь;x
embrace_dragon_ways_mountain_desc;Примите культурные аспекты ваших валирийских подданных.;x
embrace_dragon_ways_moraqi;Принять Валирийский Путь;x
embrace_dragon_ways_moraqi_desc;Примите культурные аспекты ваших валирийских подданных.;x
embrace_dragon_ways_lengi;Принять Валирийский Путь;x
embrace_dragon_ways_lengi_desc;Примите культурные аспекты ваших валирийских подданных.;x
